username,handle,postDate,responding,retweets,likes
lisa,@cheezywhipx,2023-06-14T03:40:40.000Z,"halo @IndiHomeCare@IndiHome saya mau berhenti berlangganan Indihome, apakah harus ke Plasa Telkom atau bisa dibantu secara online? Terimakasih 153",,
om gundul,@Unique_Card,2023-06-14T03:18:21.000Z,"Membalas @IndiHomeCare dan @IndiHome Ganti gih, di rumah sy terlalu banyak gangguan. Mungkin alatnya sdh uzur",,
alee,@alyalioo,2023-06-14T03:14:53.000Z,"halooooo @IndiHomeCare @IndiHome ,,, tadi kabel wifi di lokasi kita keseret truck terus rusak,  terus langsung no internet ini gimana yaaaaa? tolong urgenttt banget min 147",,
Witel Aceh,@telkom_aceh,2023-06-14T03:04:15.000Z,"Penggantian perangkat pada layanan IndiHome itu gratis ya, Sobat. Demi menjaga kenyamanan dan keamanan Kamu, gunakan sumber informasi yang valid seperti @IndiHomePastikan Kamu tidak pernah melakukan transaksi apa pun dengan teknisi#AktivitasTanpaBatas#InternetnyaIndonesia ",,
A Happy Person.,@lontongijoo,2023-06-14T03:03:42.000Z,kenapa nih? udah seminggu kayak gini terus @IndiHome ,,
pastevoir,@suchong_24,2023-06-14T02:24:23.000Z,"Bagian @IndiHomeCare @IndiHome ganguan jaringan minta maaf, bagian gue telat bayar minta denda, bisa gak sih kalau gue telat bayar di ganti sama maaf aja bukan denda. ",,
Muhammadiyah Disaster Management Center,@MDMCIndonesia,2023-06-14T02:21:45.000Z,"Membalas @IndiHomeCare dan @IndiHome terima kasih kak, tapi kami tidak bisa membalas atau mengirim DM ke akun @IndiHomeCare :) ada solusi?",,
,@xxsubakxx,2023-06-14T02:13:42.000Z,"@IndiHomeCare @IndiHome bermasalah lagi nih min ga bisa connect, ga bisa kerja 142",,
Biznet Home,@BiznetHome,2023-06-14T02:04:48.000Z,"Membalas @qnnes28 dan @IndiHome Hi @qnnes28, bisa kirimkan kabel atau tiang dari jarak dekatnya? tiang biznet biasanya memiliki stiker biru bertuliskan Biznet pada bagian atasnya. Thanks^kcn",,
Rusty Ilyanov ✠,@rusty666s,2023-06-14T02:02:11.000Z,@IndiHome INTERNET PUTUS NYAMBUNG MULU KAGAK MAU DIBENERIN COY? BULAN DEPAN GW GANTI INTERNET PROVIDER DAH 1145,,1.0
Hardi Sabubu,@HardiSabubu,2023-06-14T01:41:34.000Z,Membalas @IndiHomeCare dan @IndiHome Ganti paswird,,
Nuansyah Wahyu,@nuansawahyu2024,2023-06-14T01:30:28.000Z,Membalas @IndiHomeCare dan @IndiHome Kenapa tiap masang internet selalu di kasih router yg versi lama bukan versi yg baru.,,
Nora Devita,@qnnes28,2023-06-14T01:26:34.000Z,"Ini ada kabelnya @IndiHome @BiznetHome atau yg lainnya ga ya?? Ga  ada di rapihkan,biar rapih tdk kusut .. ",,
Wardi Han,@Wardi_Han,2023-06-14T01:18:38.000Z,Membalas @IndiHomeCare dan @IndiHome Kalau mau pasang baru indihome bayar langsung di teknisinya atau dimana...Dan apakah ada biaya pembeli kabel yang dikenakan ke pelanggang,,
Nuansyah Wahyu,@nuansawahyu2024,2023-06-14T01:17:19.000Z,Saya mau tanya sama pihak Indihome kenapa speed yg 20 dapatnya 10 yg 30 dapatnya 20 yg 40 dapatnya 30 itu kenapa ya apakah emang begitu atau cuma pancingan aja @erickthohir @jokowi @IndiHomeCare @IndiHome 141,,
Wiwawa,@Wiwawa17,2023-06-14T00:47:09.000Z,@IndiHome Permisi admin?? 120,,
Ngurah,@stgmaxy,2023-06-14T00:46:58.000Z,"@IndiHome siang, cek DM ya min 122",,
SB,@SuronyB,2023-06-14T00:35:42.000Z,@TENESA_TELKOM @IndiHomeCare @IndiHome mohon followupnya karena sangat mengganggu kelancaran aktivitas di kantor kami Kutip TweetSB@SuronyB·13 JunMembalas @IndiHomeCareSiap,,
SB,@SuronyB,2023-06-14T00:31:29.000Z,"@IndiHomeCare @IndiHome sampai sekarang ini belum ada progressnya, kami sdh tlp pihak indigo e lokal di tempat kami tp malah disuruh tlp Call center. Terima Kasih Kutip TweetSB@SuronyB·13 JunMembalas @IndiHomeCareSiap",,
,@nrfzhayu,2023-06-14T00:07:57.000Z,"Halo @IndiHomeCare @IndiHome dari 3 hari kemarin wifi di rumah terus bermasalah tiap malam dan hari ini terparah dari semalam sampai pagi ini masih bermasalah, kindly help asap ya thank you GIF",,
Selang,@obisukoco,2023-06-13T22:15:46.000Z,Membalas @IndiHomeCare dan @IndiHome Mulai lg nih indihome emang parah,,
Selang,@obisukoco,2023-06-13T22:15:08.000Z,Membalas @IndiHomeCare dan @IndiHome WiFi error' lg woyyy,,
Badut Gembira,@badut_gembira21,2023-06-13T21:57:58.000Z,Membalas @IndiHomeCare dan @IndiHome Min kalo saya pindah alamat wifi nya bisa kah? Kira-kira prosesnya berapa lama ya Kak?,,
Badut Gembira,@badut_gembira21,2023-06-13T21:50:48.000Z,Membalas @IndiHomeCare dan @IndiHome SOD apa yak Kak??,,
Hasni Hairun Nisa,@hairun_hasni,2023-06-13T20:31:10.000Z,Membalas @IndiHomeCare dan @IndiHome Min internet saya lampunya merah jadi internet tidak terhubung. udah di restart masih tetep sama.,,
Aska Nugraha,@AskaNugraha9,2023-06-13T18:36:52.000Z,@IndiHome halo min 135,,
Pir :v,@yaelahpir,2023-06-13T18:24:56.000Z,"@IndiHomeCare @IndiHome woi, internet lu kaga bisa dipake ini 175",,
Luthfia Zahra,@luthfiazahrra,2023-06-13T18:24:41.000Z,@IndiHomeCare @IndiHome bisa cek dm saya gk yaa 158,,
Chrisza Firmansyah,@chriszafm,2023-06-13T18:22:07.000Z,@IndiHome @IndiHomeCare Kalo gak niat jadi provider mending dagang pecel lele aja bang. ,,
VINCENT PhotoWork,@vincentDemons,2023-06-13T18:03:55.000Z,"Membalas @IndiHomeCare dan @IndiHome Iya penggantian gratis tp BEKAS PAKAI ORNG KOTOR BARET"" DAN SERING RUSAK!!",,
jacktheriiper,@ardhy071005,2023-06-13T17:52:22.000Z,"@IndiHome malam admin, tagihan saya berapa ya? 2184",,
Anze Radha,@AnzeRadha,2023-06-13T17:49:23.000Z,mulai dah @IndiHome 196,,
Aisyah Putri,@AisyahP199,2023-06-13T17:26:35.000Z,@IndiHome lag oi 267,,
IndiHomeCare,@IndiHomeCare,2023-06-13T17:03:01.000Z,Membalas @MDMCIndonesia dan @IndiHome - No IndiHome- Atas nama pemilik IndiHome- Alamat lengkap dan patokan lokasi/ancer-ancer- Nama pemohon- Hubungan (Pemilik/Ayah/Ibu/Saudara)- Identitas pemohon (KTP/PASSPORT)- No Identitas pemohon (KTP/PASSPORT)- No Hp- No Hp Alternatif- EmailTerima kasih. -Hasan (2/2),,
IndiHomeCare,@IndiHomeCare,2023-06-13T17:01:07.000Z,"Membalas @MDMCIndonesia dan @IndiHome Halo Sobat. Permintaan berhenti berlangganannya bisa dibantu melalui kami. Kenapa ya ingin berhenti berlangganan ? Guna verifikasi data, silakan lengkapi data sebagai berikut via DM (http://myih.ch/dm) ; -Hasan (1/2)",,
Pathetic.,@FarhanSurya_P,2023-06-13T17:00:28.000Z,Membalas @1stakunilang dan @FirstMediaCares Memang bukan kaleng kaleng @IndiHome,,
IndiHomeCare,@IndiHomeCare,2023-06-13T16:45:07.000Z,"Membalas @dearlymiko dan @IndiHome Halo Kak Sobat. Agar bisa kami bantu cek jaringannya, silakan informasikan nomor internetnya via DM ya (http://myih.ch/dm) . -Hasan",,
IndiHomeCare,@IndiHomeCare,2023-06-13T16:23:02.000Z,"Membalas @yoonfie @jeonggukecil dan @IndiHome Halo Kak Sobat. Agar bisa kami bantu cek jaringannya, silakan informasikan nomor internetnya via DM ya (http://myih.ch/dm) . -Hasan",,
KOCO,@NugrahaSetyaP,2023-06-13T16:13:53.000Z,"woy! maen yg lain stabil, giliran valorant naek mulu pingnya. kenapa si @IndiHomeCare @IndiHome 2204",,
Ricky Heinz Cho,@RickyCho8,2023-06-13T15:41:25.000Z,"Membalas @IndiHomeCare dan @IndiHome tolong direvisi untuk tagihan bulan ini ya, tdak sesuai dg kecepatan yg didapat, langganan 40 mbps, tpi yg didapat tdak lebih dari 30mbps, bahkan dibawahnya sering sekali. sya enggan membayar apabila tdak ada kompensasi.",,1.0
Fathur Rahman,@patuuuy,2023-06-13T15:16:23.000Z,"Halo @indihome @IndiHomeCare ini kenapa ya? Gangguan? Udah di restart ratusan kali, jadi gaperlu nyuruh restart lagi. ",,1.0
Dimas Wirawan bin Sudadi,@dimaswirawan,2023-06-13T15:05:14.000Z,Membalas @IndiHomeCare dan @IndiHome @indihome saya kok gagal terus bayar tagihan via m banking ya,,
Lutfi,@bhaadyy,2023-06-13T14:09:16.000Z,"Membalas @IndiHomeCare dan @IndiHome Min tolonggg, jaringan gue lemot bgt dr kemarin",,
belahtengah,@rifkiandono,2023-06-13T14:07:58.000Z,Membalas @IndiHomeCare dan @IndiHome Woy indikator lu masih merah udh 5 jam cuk,,
Maura,@Maura_arica,2023-06-13T13:52:27.000Z,Membalas @SMGindihome @IndiHome dan @IndiHomeCare Gratis,,
deera,@deardeeralia,2023-06-13T13:37:38.000Z,@IndiHome @IndiHomeCare kak cek dm dong 125,,
denis,@zebeuntin,2023-06-13T13:26:52.000Z,"@IndiHomeCare @IndiHome saya mau tanya, barusan saya ganti pw wifi, tapi kenapa setelah ganti gak bisa terhubung ya? mohon bantuannya, terima kasih 141",,
smg.indihome,@SMGindihome,2023-06-13T13:19:31.000Z,"Pergantian perangkat pada layanan IndiHome itu gratis ya, Sobat. Demi menjaga kenyamanan dan keamanan Kamu, gunakan sumber informasi yang valid seperti @IndiHome atau @IndiHomeCare!Pastikan Kamu tidak pernah melakukan transaksi apa pun dengan teknisi#AktivitasTanpaBatas ",,9.0
anetagama,@anetagama,2023-06-13T13:15:19.000Z,"Membalas @IndiHomeCare dan @IndiHome Malam Indihome bagian Care, Inet di rumah sdh bbrp minggu intermittent dan lambreta, males sih mau komplain, tapi akhirnya sudah kesel kesampean juga untuk nulis komplain. Sok atuh di purwokerto sdh banyak provider inet yg quota dan speednya lebih kompetitif.",,1.0
Tessa Tesera,@Tessa_Tessera,2023-06-13T13:11:49.000Z,@IndiHome malam min 121,,
kirans_26,@kirans_26,2023-06-13T12:51:29.000Z,"Membalas @IndiHomeCare dan @IndiHome halo kak, saya mau putus sambungan tv berbayar, bisa ga?",,
Khoirul Hakim,@kiranatabina,2023-06-13T12:41:53.000Z,"Membalas @IndiHomeCare dan @IndiHome Saya ada modem zteF609, gimana cara menambahkan ssid wifiid ??",,
sakti,@Nasakti,2023-06-13T12:39:01.000Z,Membalas @IndiHomeCare dan @IndiHome Apakah masih bisa Untuk mengaktifkan kembali jaringan IndiHome yg terisolir ?,,
Excelpeter17_,@Excelpeter17_,2023-06-13T12:29:39.000Z,"Halo @IndiHomeCare @IndiHome tolong doang di tindaklanjuti orderan saya,kan jaringan Indihome sudah sampai di tempat ku,nah karena katanya penuh jaringan di sini,harus nunggu pemasangan jaringan baru, tolong dong di percepat pemasangannya......  Agar cepat terealisasikan... ",,1.0
efendi66,@brustam4,2023-06-13T12:23:03.000Z,Membalas @IndiHomeCare dan @IndiHome Malam Min...mohon solusi modem fiberhome muncul tanda merah(los),,
santos as,@alle_santo,2023-06-13T12:00:03.000Z,Membalas @slashiit @IndiHome dan @IndiHomeCare Semoga informasi diatas membantu dalam menangani masalah anda kak. Thk ^santos,,
Pablo Honey,@slashiit,2023-06-13T11:57:39.000Z,Membalas @alle_santo @IndiHome dan @IndiHomeCare Siap laksanakan,,
Pablo Honey,@slashiit,2023-06-13T09:46:24.000Z,"Lu @IndiHome @IndiHomeCare kenapa sih lemot banget? Udah dibayar mahal pula, hari2 emosi gara2 internet lemot 3146",,
Petra,@fossilcicak,2023-06-13T09:39:38.000Z,bang wifi ngelag bang @IndiHome 2177,,1.0
Firman,@ImanSyaaah,2023-06-13T09:30:01.000Z,Membalas @IndiHomeCare dan @IndiHome Tolong cek DM dong min. Internetnya gak bisa nih.,,
Muhammad Irsyad,@irsyadnadaoke,2023-06-13T09:22:46.000Z,"@IndiHome untuk ganti nama kepemilikan, bagaimana prosedurnya? Tks 218",,
ghazy al fatih,@alfatih_ghazy,2023-06-13T09:18:21.000Z,"Membalas @MDMCIndonesia dan @IndiHome Pengalanan 2x berhenti Dari indihome cukup datangin mejane cs njuk bayar, otomatis off",,
Three,@three_ar_e,2023-06-13T09:10:53.000Z,Membalas @IndiHomeCare dan @IndiHome Syarat penggantian modem apa mesti harus rusak dulu? Atau berdasarkan masa pakai?,,
nightwish,@diposumarp,2023-06-13T09:09:47.000Z,Membalas @IndiHomeCare dan @IndiHome Cek pm min,,
Ayi Nara,@NaraAyi,2023-06-13T08:56:45.000Z,Membalas @IndiHomeCare dan @IndiHome Kak tlong pantau dm di ig nya kakkWifi nya parah bgt,,
Ayi Nara,@NaraAyi,2023-06-13T08:44:03.000Z,Membalas @IndiHomeCare dan @IndiHome Selamat sore ibu/bpk Wifi saya jaringan nya sdh tidak stabil selama 4 hari Saya minta petugas untuk dtg mengecek wifi/jaringan di rumah saya,,
Ayi Nara,@NaraAyi,2023-06-13T08:40:54.000Z,"Membalas @IndiHomeCare dan @IndiHome Selamat sore ibu/bpk Wifi saya, jaringan nya tidak stabil sdh 4 hari Saya minta petugas datang untuk mengecek jaringan di rumah",,
electric,@electri06824191,2023-06-13T08:23:47.000Z,"Membalas @IndiHomeCare dan @IndiHome min, cek DM dongg",,
IndiHomeCare,@IndiHomeCare,2023-06-13T08:19:24.000Z,"Penggantian perangkat pada layanan IndiHome itu gratis ya, Sobat!Demi menjaga kenyamanan dan keamanan Kamu, gunakan sumber informasi yang valid seperti @IndiHome atau @IndiHomeCare! ",14.0,65.0
SB,@SuronyB,2023-06-13T08:10:44.000Z,Membalas @SuronyB @IndiHome @IndiHomeCare,,
bukan harun masiku,@zahlinAM,2023-06-13T08:09:37.000Z,Bayar mahal @IndiHome tapi kualitas internet hancur. 3169,,
IndiHome,@IndiHome,2023-06-13T08:05:30.000Z,Membalas @IndiHome Cek info selengkapnya di http://myih.ch/ultra-wifi. #AktivitasTanpaBatas#InternetnyaIndonesia#IndiHome,1.0,1.0
dunia aja,@KangRisoles,2023-06-13T05:21:26.000Z,"@IndiHomeCare @IndiHome kecewa berat, udah mau putus disuruh pindah, begitu pindah dipersulit, suram 165",,
Bible Radio,@bibleradioapp,2023-05-20T12:51:12.000Z, Kutip TweetBible Radio@bibleradioapp·20 MeiThe gospel. (How to go to heaven)13:10,21.0,105.0
Uya,@Uyacarsom,2023-06-13T04:40:42.000Z,@indihome mau ganti paket ke gamer 252,,
Abang Rona,@RonaAbangng,2023-06-13T04:40:29.000Z,@indihome siaang 133,,
Kurniawan,@kurniawanbrooo,2023-06-13T04:40:19.000Z,@indihome min 136,,
Zani,@YaniSuryani1212,2023-06-13T04:33:14.000Z,@IndiHome 132,,
Rio,@Rio94138428,2023-06-13T04:33:05.000Z,@IndiHome 132,,
Marwah,@Marwah14417743,2023-06-13T04:32:53.000Z,cek dm min @IndiHome 135,,
Joma,@Joma01181743,2023-06-13T04:32:19.000Z,Kak @IndiHome 136,,
fitri,@fitri_141495,2023-06-13T04:32:11.000Z,min cek dm min @IndiHome 135,,
Bagus,@Bagus3131_,2023-06-13T04:31:59.000Z,min @IndiHome 133,,
Andika,@Andikadika_26,2023-06-13T04:31:47.000Z,cek dm min @IndiHome 125,,
Rada,@Rada_1212,2023-06-13T04:31:38.000Z,Min @IndiHome 124,,
Fitri Yani,@FitriYa8756578,2023-06-13T04:24:59.000Z,@IndiHome cek cek 12,,
supramen,@leslaiii3,2023-06-13T04:23:55.000Z,@IndiHome cek dm saya 128,,
@AgnitiaBudia,@AgnitiaBudia,2023-06-13T03:33:07.000Z,min @IndiHome 128,,
P.Coen,@bangcad_doank19,2023-06-13T03:32:54.000Z,cek paket saya sekarang @IndiHome 260,,
Curren,@Curren43924228,2023-06-13T03:32:27.000Z,@IndiHome 117,,
caramelmacchiato,@ice_caramel12,2023-06-13T03:32:15.000Z,min registrasi bisa disini? @IndiHome 252,,
itsmecha,@itsmechch,2023-06-13T03:04:55.000Z,@IndiHome 120,,
volume4four@gmail.com,volume4four@gmail.com,2023-06-13T03:04:45.000Z,min pindah paket min @IndiHome 282,,
wiradhaninjaya,@wiradhaninjaya,2023-06-13T03:04:17.000Z,min cek dm @IndiHome 125,,
yusuf serebu,@YSerebu,2023-06-13T03:04:02.000Z,@IndiHome 118,,
sieg zelda,@ZeldaSieg,2023-06-13T03:03:43.000Z,Min @IndiHome 127,,
woosill22,@woosill22,2023-06-13T03:02:41.000Z,Indihome gangguan yak? Cepet benerin @IndiHome aing mau ujian siang 54,,
Bilqis85,@Bilqis85260147,2023-06-13T02:25:52.000Z,Min min @IndiHome 131,,
Raditya,@RXavario,2023-06-13T02:25:04.000Z,@IndiHome 117,,
putrilaila,@putrila_ila,2023-06-13T02:24:20.000Z,Min @IndiHome 125,,
A-daulay,@AdiDaulay,2023-06-13T00:00:11.000Z,"@IndiHome putus2 mulu, bengek banget, mau diputus blm 2thn. Layanan warteg lbh bagus 241",,
muhammad hafiz,@hafizalkafmd,2023-06-12T23:47:03.000Z,@IndiHome tes 126,,
MIWA // CHILDE APOLOGIST #1,@zhouengli,2023-06-12T18:31:21.000Z,"@IndiHome monmaap kenapa ni malem2 tiba2 internetnya mati ya wifi saya? Yaallah, lagi mumet ngerjain skripsi, tetiba wifi gak ada jaringan 22124",,2.0
Novario Estabilizo,@NEstabilizo,2023-06-12T18:08:10.000Z,@IndiHome ada promo apa ya? 2233,,
Jamur Payung,@payung_jamur,2023-06-12T18:05:19.000Z,@IndiHome kenapa ini tiba2 lelet 286,,
nauuu,@nouanyaa,2023-06-12T17:49:38.000Z,Membalas @nouanyaa p @IndiHomeCare @IndiHome,,
DANA.id,@danawallet,2023-06-12T16:40:20.000Z,"Membalas @SPIANQQ @CryptosHeadline  dan 3 lainnya Asisten Digital DANA siap bantu keluhan transaksi kamu: Buka app DANA, pilih History/Riwayat,  pilih transaksi yg mau dilaporin dan pilih CHAT.",,1.0
QQ PIANT,@SPIANQQ,2023-06-12T16:39:19.000Z,Membalas @CryptosHeadline @binance @metamask @danawallet @indihome,,1.0
DANA.id,@danawallet,2023-06-12T16:36:53.000Z,"Membalas @prset3 @CryptosHeadline  dan 3 lainnya Asisten Digital DANA siap bantu keluhan transaksi kamu: Buka app DANA, pilih History/Riwayat,  pilih transaksi yg mau dilaporin dan pilih CHAT.",,1.0
Yonathan cs siahaan,@g0d0f1uck,2023-06-12T16:26:43.000Z,Membalas @pipippupap @ardamafazaa  dan 2 lainnya telpon 147 pip,,
crldcst,@olracdcst,2023-06-12T16:11:11.000Z,@IndiHomeCare @IndiHome mas tolong dong ini internetnya ga stabil banget lagi UAS ni mass :) 151,,
rafiff,@pipippupap,2023-06-12T15:59:25.000Z,"Membalas @ardamafazaa hallo @IndiHome @IndiHomeCare wifi di rumah ortu saya dlm seminggunya 2 kali putus, apkh ini wajar trjd? apkh tdk ada tindakan yg bisa meminimalisir trjdnya putus jringannya? sampai isi kontak saya no tknisi indhome smua, smpai tknisinya bosen dn tdk mau mmbalas wa saya lg",,
Aaron sag,@aaronsag7,2023-06-12T14:33:45.000Z,"Indihome di luar saklar lag nya,,, lembot betttt!!! @IndiHome @IndiHomeCare 158",,
Smartfrencare,@smartfrencare,2023-06-12T14:09:46.000Z,Membalas @danawallet @m1akanbuat  dan 3 lainnya Hai teman smartfren jika butuh bantuan bisa konfirmasi ke minfren via DM. Jangan lupa juga kepoin Smartfrennya di link ini https://smartfren.com/id/ . Tetap jaga kesehatan dan jangan lupa pakai masker ya kak. Terima kasih sobat setia Smartfren. Mandala,,
DANA.id,@danawallet,2023-06-12T14:07:57.000Z,"Membalas @m1akanbuat @AirdropUltemate  dan 3 lainnya Asisten Digital DANA siap bantu keluhan transaksi kamu: Buka app DANA, pilih History/Riwayat,  pilih transaksi yg mau dilaporin dan pilih CHAT.",,
be you.,@matchaincup,2023-06-12T13:25:28.000Z,minn tolongg indihome saya erorr @IndiHome @IndiHomeCare 176,,
beYiN !,@aHeartShaker,2023-06-12T12:23:05.000Z,Membalas @mbakruru dan @IndiHome ngajak berantem terus memang,,
ひかり,@ifa2301,2023-06-12T12:17:12.000Z,@IndiHome min kalau mau nambah mbps gimana caranya 234,,
primrose everdeen,@hiqumaru,2023-06-12T12:14:51.000Z,@IndiHome bs ga sehari aja ga berulah 13,,
ruru,@mbakruru,2023-06-12T12:13:20.000Z,Membalas @aHeartShaker dan @IndiHome biasalah,,
beYiN !,@aHeartShaker,2023-06-12T12:11:40.000Z,mulai mulai @indihome 275,,
IndiHome,@IndiHome,2023-06-12T12:02:35.000Z,"Sobat, udah tau belum dengan Rp300ribu/bulan Kamu bisa dapetin banyak benefit internetan di dalam rumah maupun di luar rumah? Cuss langganan Paket Bundling IndiHome Halo di http://myih.ch/indihome-halo #AktivitasTanpaBatas#InternetnyaIndonesia#IndiHome ",1.0,2.0
Stu.zein,@StefanAlbert_,2023-06-12T11:21:14.000Z,@IndiHome cek DM saya dong min 127,,
Jhon Kadal,@Jhonceunah,2023-06-12T11:21:01.000Z,@IndiHome malam min 128,,
Yoga.,@ryogap9,2023-06-12T11:15:48.000Z,Membalas @1zno__ dan @IndiHome Setuju,,
Suya,@Gateauxcookie,2023-06-12T11:11:30.000Z,Membalas @zrlzrd @Aidil_Zfn dan @Outstandjing Info @IndiHome apakah benar begitu?,,
wiradhaninjaya,@wiradhaninjaya,2023-06-12T09:43:45.000Z,@IndiHome hufttttttttttt 115,,
nisaawwrr,@nisaawwrr,2023-06-12T09:28:15.000Z,Cek dm @IndiHome 153,,
1zno,@1zno__,2023-06-12T09:05:05.000Z,"I thought using rumah indi will be such a bad idea because sometimes their problem can make my mood going crazy. But after what happen with biznet, i think @IndiHome are so much better when handling their customer than biznet lol. 21301",1.0,
Eka,@binbin_putra,2023-06-12T08:43:51.000Z,@IndiHomeCare @IndiHome Min ini kok tiba-tiba naik tagihannya? ,,
Wiwawa,@Wiwawa17,2023-06-12T07:51:42.000Z,@IndiHome pingggg 156,,
B,@sunbathers__,2023-06-12T07:39:28.000Z,"Bro @IndiHome piyee ki, konek tapi no internet, urgenttt 1203",,
aquagirlnn,@Oneaquagirl,2023-06-12T07:36:50.000Z,Halo @IndiHome @IndiHomeCare balas dm ku dong terkait pengaduan 179,,
Ayamgeprek,@Ayamgeprekyummy,2023-06-12T07:17:16.000Z,@IndiHome cek dm min 125,,
selsa,@selsaputrik,2023-06-12T07:17:06.000Z,@IndiHome yaelah indihomeeee 123,,
sillbysilmy,@sillbysilmy,2023-06-12T06:46:05.000Z,"Membalas @sillbysilmy @IndiHomeCare dan @IndiHome Sudah saya balas via DM, mohon diperhatikan untuk Plaza Telkom Parung agar dapat melayani pelanggan.",,
nay ᵇʸ ʲᵏ,@namj2on,2023-06-12T06:37:13.000Z,p eror @IndiHome 1134,,
gi,@egiraf_,2023-06-12T06:18:42.000Z,lagi ada kerjaan kenapa malah ga stabil si @IndiHome 3102,,
DANA.id,@danawallet,2023-06-12T05:42:18.000Z,"Membalas @alyssamelon1 @Giraclub_eth  dan 2 lainnya Asisten Digital DANA siap bantu keluhan transaksi kamu: Buka app DANA, pilih History/Riwayat,  pilih transaksi yg mau dilaporin dan pilih CHAT.",,
mood,@mood22535359,2023-06-12T05:27:17.000Z,Inidihome wifikuu loss merah udah matiin nyalain selama 1 jam kagak bosa @IndiHomeCare @IndihomeJTD @IndiHome 193,,
butterfly,@asd_g_jkl,2023-06-12T05:22:32.000Z,halo ini seamless wifi id sama wifi id nya kemana ya? @IndiHome @TENESA_TELKOM 2228,,
TheresiaRida,@theresia_rida,2023-06-12T04:47:54.000Z,Habis instalasi @IndiHome bertubi-tubi ditelp penipuan. 152,,
Yuri Bhuana,@yuribhuana,2023-06-12T04:23:23.000Z,"mohon bantuan, internet di rumah saya lambat. Setelah modem direstart, internet kembali normal, tetapi beberapa jam kemudian lambat lagi. Capek saya tiap beberapa jam harus restart modem terus @IndiHome @IndiHomeCare @TelkomCare 155",,
berto,@Albertogo_1,2023-06-12T03:18:22.000Z,"@IndiHomeCare @IndiHome KIRIM TEKNISI, JANGAN DIBALAS PAKAI PESAN TEMPLATE SAJA. ",,
Tikidiw,@agnestrsa,2023-06-12T02:52:09.000Z,@IndiHome 122,,
101.1 MGTRADIO Bandung,@1011mgtradio,2023-06-12T02:15:12.000Z,"Miliki layanan internet unlimited di rumah bersama keluarga dengan @IndiHome. Dengan harga mulai Rp200 Ribuan/Bulan, Anda bisa menikmati akses internet cepat dan stabil.@TelkomJabar #InternetnyaIndonesia #AktivitasTanpaBatas #MGTAds ",,2.0
